3,3,3,3,3,3,3,3
0.30563,0.30563,0.30563,0.30563,0.30563,0.30563,0.30563,0.30563
37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5
-2,-2,-2,-2,-2,-2,-2,-2
0.11719,0.11719,0.11719,0.11719,0.11719,0.11719,0.11719,0.11719
3,3,3,3,3,3,3,3
0.27242,0.27242,0.27242,0.27242,0.27242,0.27242,0.27242,0.27242
37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5
-1,-1,-1,-1,-1,-1,-1,-1
0.11719,0.11719,0.11719,0.11719,0.11719,0.11719,0.11719,0.11719
3,3,3,3,3,3,3,3
0.22235,0.22235,0.22235,0.22235,0.22235,0.22235,0.22235,0.22235
42.5,42.5,42.5,42.5,42.5,42.5,42.5,42.5
0,0,0,0,0,0,0,0
0.11719,0.11719,0.11719,0.11719,0.11719,0.11719,0.11719,0.11719
3,3,3,3,3,3,3,3
0.049657,0.049657,0.049657,0.049657,0.049657,0.049657,0.049657,0.049657
90,90,90,90,90,90,90,90
1,1,1,1,1,1,1,1
0.11719,0.11719,0.11719,0.11719,0.11719,0.11719,0.11719,0.11719
3,3,3,3,3,3,3,3
0.037547,0.037547,0.037547,0.037547,0.037547,0.037547,0.037547,0.037547
92.5,92.5,92.5,92.5,92.5,92.5,92.5,92.5
2,2,2,2,2,2,2,2
0.11719,0.11719,0.11719,0.11719,0.11719,0.11719,0.11719,0.11719
3,3,3,3,3,3,3,3
0.024966,0.024966,0.024966,0.024966,0.024966,0.024966,0.024966,0.024966
95,95,95,95,95,95,95,95
3,3,3,3,3,3,3,3
0.11719,0.11719,0.11719,0.11719,0.11719,0.11719,0.11719,0.11719
3,3,3,3,3,3,3,3
0.024978,0.024978,0.024978,0.024978,0.024978,0.024978,0.024978,0.024978
95,95,95,95,95,95,95,95
4,4,4,4,4,4,4,4
0.11719,0.11719,0.11719,0.11719,0.11719,0.11719,0.11719,0.11719
3,3,3,3,3,3,3,3
0.025012,0.025012,0.025012,0.025012,0.025012,0.025012,0.025012,0.025012
97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5
5,5,5,5,5,5,5,5
0.11719,0.11719,0.11719,0.11719,0.11719,0.11719,0.11719,0.11719
3,3,3,3,3,3,3,3
0.025002,0.025002,0.025002,0.025002,0.025002,0.025002,0.025002,0.025002
97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5
6,6,6,6,6,6,6,6
0.11719,0.11719,0.11719,0.11719,0.11719,0.11719,0.11719,0.11719
3,3,3,3,3,3,3,3
0.037581,0.037581,0.037581,0.037581,0.037581,0.037581,0.037581,0.037581
95,95,95,95,95,95,95,95
7,7,7,7,7,7,7,7
0.11719,0.11719,0.11719,0.11719,0.11719,0.11719,0.11719,0.11719
3,3,3,3,3,3,3,3
0.024953,0.024953,0.024953,0.024953,0.024953,0.024953,0.024953,0.024953
97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5
8,8,8,8,8,8,8,8
0.11719,0.11719,0.11719,0.11719,0.11719,0.11719,0.11719,0.11719
3,3,3,3,3,3,3,3
0.024921,0.024921,0.024921,0.024921,0.024921,0.024921,0.024921,0.024921
97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5
9,9,9,9,9,9,9,9
0.11719,0.11719,0.11719,0.11719,0.11719,0.11719,0.11719,0.11719
3,3,3,3,3,3,3,3
0.024901,0.024901,0.024901,0.024901,0.024901,0.024901,0.024901,0.024901
97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5
10,10,10,10,10,10,10,10
0.11719,0.11719,0.11719,0.11719,0.11719,0.11719,0.11719,0.11719
3,3,3,3,3,3,3,3
0.024918,0.024918,0.024918,0.024918,0.024918,0.024918,0.024918,0.024918
97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5
11,11,11,11,11,11,11,11
0.11719,0.11719,0.11719,0.11719,0.11719,0.11719,0.11719,0.11719
3,3,3,3,3,3,3,3
0.024899,0.024899,0.024899,0.024899,0.024899,0.024899,0.024899,0.024899
97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5
12,12,12,12,12,12,12,12
0.11719,0.11719,0.11719,0.11719,0.11719,0.11719,0.11719,0.11719
3,3,3,3,3,3,3,3
0.024911,0.024911,0.024911,0.024911,0.024911,0.024911,0.024911,0.024911
97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5
13,13,13,13,13,13,13,13
0.11719,0.11719,0.11719,0.11719,0.11719,0.11719,0.11719,0.11719
3,3,3,3,3,3,3,3
0.024909,0.024909,0.024909,0.024909,0.024909,0.024909,0.024909,0.024909
97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5
14,14,14,14,14,14,14,14
0.11719,0.11719,0.11719,0.11719,0.11719,0.11719,0.11719,0.11719
3,3,3,3,3,3,3,3
0.024955,0.024955,0.024955,0.024955,0.024955,0.024955,0.024955,0.024955
97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5
15,15,15,15,15,15,15,15
0.11719,0.11719,0.11719,0.11719,0.11719,0.11719,0.11719,0.11719
3,3,3,3,3,3,3,3
0.024948,0.024948,0.024948,0.024948,0.024948,0.024948,0.024948,0.024948
97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5
16,16,16,16,16,16,16,16
0.11719,0.11719,0.11719,0.11719,0.11719,0.11719,0.11719,0.11719
3,3,3,3,3,3,3,3
0.024918,0.024918,0.024918,0.024918,0.024918,0.024918,0.024918,0.024918
97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5
17,17,17,17,17,17,17,17
0.11719,0.11719,0.11719,0.11719,0.11719,0.11719,0.11719,0.11719
3,3,3,3,3,3,3,3
0.024923,0.024923,0.024923,0.024923,0.024923,0.024923,0.024923,0.024923
97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5
18,18,18,18,18,18,18,18
0.11719,0.11719,0.11719,0.11719,0.11719,0.11719,0.11719,0.11719
3,3,3,3,3,3,3,3
0.024921,0.024921,0.024921,0.024921,0.024921,0.024921,0.024921,0.024921
97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5
19,19,19,19,19,19,19,19
0.11719,0.11719,0.11719,0.11719,0.11719,0.11719,0.11719,0.11719
3,3,3,3,3,3,3,3
0.024912,0.024912,0.024912,0.024912,0.024912,0.024912,0.024912,0.024912
97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5
20,20,20,20,20,20,20,20
0.11719,0.11719,0.11719,0.11719,0.11719,0.11719,0.11719,0.11719
3,3,3,3,3,3,3,3
0.024911,0.024911,0.024911,0.024911,0.024911,0.024911,0.024911,0.024911
97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5
21,21,21,21,21,21,21,21
0.11719,0.11719,0.11719,0.11719,0.11719,0.11719,0.11719,0.11719
3,3,3,3,3,3,3,3
0.024902,0.024902,0.024902,0.024902,0.024902,0.024902,0.024902,0.024902
97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5
22,22,22,22,22,22,22,22
0.11719,0.11719,0.11719,0.11719,0.11719,0.11719,0.11719,0.11719
3,3,3,3,3,3,3,3
0.024899,0.024899,0.024899,0.024899,0.024899,0.024899,0.024899,0.024899
97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5
23,23,23,23,23,23,23,23
0.11719,0.11719,0.11719,0.11719,0.11719,0.11719,0.11719,0.11719
3,3,3,3,3,3,3,3
0.024896,0.024896,0.024896,0.024896,0.024896,0.024896,0.024896,0.024896
97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5
24,24,24,24,24,24,24,24
0.11719,0.11719,0.11719,0.11719,0.11719,0.11719,0.11719,0.11719
3,3,3,3,3,3,3,3
0.024897,0.024897,0.024897,0.024897,0.024897,0.024897,0.024897,0.024897
97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5
25,25,25,25,25,25,25,25
0.11719,0.11719,0.11719,0.11719,0.11719,0.11719,0.11719,0.11719
3,3,3,3,3,3,3,3
0.024897,0.024897,0.024897,0.024897,0.024897,0.024897,0.024897,0.024897
97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5
26,26,26,26,26,26,26,26
0.11719,0.11719,0.11719,0.11719,0.11719,0.11719,0.11719,0.11719
3,3,3,3,3,3,3,3
0.024897,0.024897,0.024897,0.024897,0.024897,0.024897,0.024897,0.024897
97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5
27,27,27,27,27,27,27,27
0.11719,0.11719,0.11719,0.11719,0.11719,0.11719,0.11719,0.11719
3,3,3,3,3,3,3,3
0.024896,0.024896,0.024896,0.024896,0.024896,0.024896,0.024896,0.024896
97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5
28,28,28,28,28,28,28,28
0.11719,0.11719,0.11719,0.11719,0.11719,0.11719,0.11719,0.11719
3,3,3,3,3,3,3,3
0.024896,0.024896,0.024896,0.024896,0.024896,0.024896,0.024896,0.024896
97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5
29,29,29,29,29,29,29,29
0.11719,0.11719,0.11719,0.11719,0.11719,0.11719,0.11719,0.11719
3,3,3,3,3,3,3,3
0.024886,0.024886,0.024886,0.024886,0.024886,0.024886,0.024886,0.024886
97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5
30,30,30,30,30,30,30,30
0.11719,0.11719,0.11719,0.11719,0.11719,0.11719,0.11719,0.11719
3,3,3,3,3,3,3,3
0.48996,0.48996,0.48996,0.48996,0.48996,0.48996,0.48996,0.48996
0,0,0,0,0,0,0,0
-20,-20,-20,-20,-20,-20,-20,-20
0.23438,0.23438,0.23438,0.23438,0.23438,0.23438,0.23438,0.23438
3,3,3,3,3,3,3,3
0.4886,0.4886,0.4886,0.4886,0.4886,0.4886,0.4886,0.4886
0,0,0,0,0,0,0,0
-19,-19,-19,-19,-19,-19,-19,-19
0.23438,0.23438,0.23438,0.23438,0.23438,0.23438,0.23438,0.23438
3,3,3,3,3,3,3,3
0.4863,0.4863,0.4863,0.4863,0.4863,0.4863,0.4863,0.4863
0,0,0,0,0,0,0,0
-18,-18,-18,-18,-18,-18,-18,-18
0.23438,0.23438,0.23438,0.23438,0.23438,0.23438,0.23438,0.23438
3,3,3,3,3,3,3,3
0.48321,0.48321,0.48321,0.48321,0.48321,0.48321,0.48321,0.48321
0,0,0,0,0,0,0,0
-17,-17,-17,-17,-17,-17,-17,-17
0.23438,0.23438,0.23438,0.23438,0.23438,0.23438,0.23438,0.23438
3,3,3,3,3,3,3,3
0.48029,0.48029,0.48029,0.48029,0.48029,0.48029,0.48029,0.48029
0,0,0,0,0,0,0,0
-16,-16,-16,-16,-16,-16,-16,-16
0.23438,0.23438,0.23438,0.23438,0.23438,0.23438,0.23438,0.23438
3,3,3,3,3,3,3,3
0.47647,0.47647,0.47647,0.47647,0.47647,0.47647,0.47647,0.47647
0,0,0,0,0,0,0,0
-15,-15,-15,-15,-15,-15,-15,-15
0.23438,0.23438,0.23438,0.23438,0.23438,0.23438,0.23438,0.23438
3,3,3,3,3,3,3,3
0.47275,0.47275,0.47275,0.47275,0.47275,0.47275,0.47275,0.47275
0,0,0,0,0,0,0,0
-14,-14,-14,-14,-14,-14,-14,-14
0.23438,0.23438,0.23438,0.23438,0.23438,0.23438,0.23438,0.23438
3,3,3,3,3,3,3,3
0.46673,0.46673,0.46673,0.46673,0.46673,0.46673,0.46673,0.46673
0,0,0,0,0,0,0,0
-13,-13,-13,-13,-13,-13,-13,-13
0.23438,0.23438,0.23438,0.23438,0.23438,0.23438,0.23438,0.23438
3,3,3,3,3,3,3,3
0.46103,0.46103,0.46103,0.46103,0.46103,0.46103,0.46103,0.46103
0,0,0,0,0,0,0,0
-12,-12,-12,-12,-12,-12,-12,-12
0.23438,0.23438,0.23438,0.23438,0.23438,0.23438,0.23438,0.23438
3,3,3,3,3,3,3,3
0.45832,0.45832,0.45832,0.45832,0.45832,0.45832,0.45832,0.45832
0,0,0,0,0,0,0,0
-11,-11,-11,-11,-11,-11,-11,-11
0.23438,0.23438,0.23438,0.23438,0.23438,0.23438,0.23438,0.23438
3,3,3,3,3,3,3,3
0.45523,0.45523,0.45523,0.45523,0.45523,0.45523,0.45523,0.45523
0,0,0,0,0,0,0,0
-10,-10,-10,-10,-10,-10,-10,-10
0.23438,0.23438,0.23438,0.23438,0.23438,0.23438,0.23438,0.23438
3,3,3,3,3,3,3,3
0.45229,0.45229,0.45229,0.45229,0.45229,0.45229,0.45229,0.45229
0,0,0,0,0,0,0,0
-9,-9,-9,-9,-9,-9,-9,-9
0.23438,0.23438,0.23438,0.23438,0.23438,0.23438,0.23438,0.23438
3,3,3,3,3,3,3,3
0.44263,0.44263,0.44263,0.44263,0.44263,0.44263,0.44263,0.44263
0,0,0,0,0,0,0,0
-8,-8,-8,-8,-8,-8,-8,-8
0.23438,0.23438,0.23438,0.23438,0.23438,0.23438,0.23438,0.23438
3,3,3,3,3,3,3,3
0.43626,0.43626,0.43626,0.43626,0.43626,0.43626,0.43626,0.43626
0,0,0,0,0,0,0,0
-7,-7,-7,-7,-7,-7,-7,-7
0.23438,0.23438,0.23438,0.23438,0.23438,0.23438,0.23438,0.23438
3,3,3,3,3,3,3,3
0.42992,0.42992,0.42992,0.42992,0.42992,0.42992,0.42992,0.42992
0,0,0,0,0,0,0,0
-6,-6,-6,-6,-6,-6,-6,-6
0.23438,0.23438,0.23438,0.23438,0.23438,0.23438,0.23438,0.23438
3,3,3,3,3,3,3,3
0.42309,0.42309,0.42309,0.42309,0.42309,0.42309,0.42309,0.42309
0,0,0,0,0,0,0,0
-5,-5,-5,-5,-5,-5,-5,-5
0.23438,0.23438,0.23438,0.23438,0.23438,0.23438,0.23438,0.23438
3,3,3,3,3,3,3,3
0.41592,0.41592,0.41592,0.41592,0.41592,0.41592,0.41592,0.41592
0,0,0,0,0,0,0,0
-4,-4,-4,-4,-4,-4,-4,-4
0.23438,0.23438,0.23438,0.23438,0.23438,0.23438,0.23438,0.23438
3,3,3,3,3,3,3,3
0.40057,0.40057,0.40057,0.40057,0.40057,0.40057,0.40057,0.40057
0,0,0,0,0,0,0,0
-3,-3,-3,-3,-3,-3,-3,-3
0.23438,0.23438,0.23438,0.23438,0.23438,0.23438,0.23438,0.23438
3,3,3,3,3,3,3,3
0.39239,0.39239,0.39239,0.39239,0.39239,0.39239,0.39239,0.39239
0,0,0,0,0,0,0,0
-2,-2,-2,-2,-2,-2,-2,-2
0.23438,0.23438,0.23438,0.23438,0.23438,0.23438,0.23438,0.23438
3,3,3,3,3,3,3,3
0.38276,0.38276,0.38276,0.38276,0.38276,0.38276,0.38276,0.38276
17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5
-1,-1,-1,-1,-1,-1,-1,-1
0.23438,0.23438,0.23438,0.23438,0.23438,0.23438,0.23438,0.23438
3,3,3,3,3,3,3,3
0.35652,0.35652,0.35652,0.35652,0.35652,0.35652,0.35652,0.35652
17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5
0,0,0,0,0,0,0,0
0.23438,0.23438,0.23438,0.23438,0.23438,0.23438,0.23438,0.23438
3,3,3,3,3,3,3,3
0.3135,0.3135,0.3135,0.3135,0.3135,0.3135,0.3135,0.3135
32.5,32.5,32.5,32.5,32.5,32.5,32.5,32.5
1,1,1,1,1,1,1,1
0.23438,0.23438,0.23438,0.23438,0.23438,0.23438,0.23438,0.23438
3,3,3,3,3,3,3,3
0.2961,0.2961,0.2961,0.2961,0.2961,0.2961,0.2961,0.2961
35,35,35,35,35,35,35,35
2,2,2,2,2,2,2,2
0.23438,0.23438,0.23438,0.23438,0.23438,0.23438,0.23438,0.23438
3,3,3,3,3,3,3,3
0.25702,0.25702,0.25702,0.25702,0.25702,0.25702,0.25702,0.25702
40,40,40,40,40,40,40,40
3,3,3,3,3,3,3,3
0.23438,0.23438,0.23438,0.23438,0.23438,0.23438,0.23438,0.23438
3,3,3,3,3,3,3,3
0.22168,0.22168,0.22168,0.22168,0.22168,0.22168,0.22168,0.22168
40,40,40,40,40,40,40,40
4,4,4,4,4,4,4,4
0.23438,0.23438,0.23438,0.23438,0.23438,0.23438,0.23438,0.23438
3,3,3,3,3,3,3,3
0.05025,0.05025,0.05025,0.05025,0.05025,0.05025,0.05025,0.05025
87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5
5,5,5,5,5,5,5,5
0.23438,0.23438,0.23438,0.23438,0.23438,0.23438,0.23438,0.23438
3,3,3,3,3,3,3,3
0.050478,0.050478,0.050478,0.050478,0.050478,0.050478,0.050478,0.050478
90,90,90,90,90,90,90,90
6,6,6,6,6,6,6,6
0.23438,0.23438,0.23438,0.23438,0.23438,0.23438,0.23438,0.23438
3,3,3,3,3,3,3,3
0.050421,0.050421,0.050421,0.050421,0.050421,0.050421,0.050421,0.050421
90,90,90,90,90,90,90,90
7,7,7,7,7,7,7,7
0.23438,0.23438,0.23438,0.23438,0.23438,0.23438,0.23438,0.23438
3,3,3,3,3,3,3,3
0.050304,0.050304,0.050304,0.050304,0.050304,0.050304,0.050304,0.050304
90,90,90,90,90,90,90,90
8,8,8,8,8,8,8,8
0.23438,0.23438,0.23438,0.23438,0.23438,0.23438,0.23438,0.23438
3,3,3,3,3,3,3,3
0.050187,0.050187,0.050187,0.050187,0.050187,0.050187,0.050187,0.050187
90,90,90,90,90,90,90,90
9,9,9,9,9,9,9,9
0.23438,0.23438,0.23438,0.23438,0.23438,0.23438,0.23438,0.23438
3,3,3,3,3,3,3,3
0.050215,0.050215,0.050215,0.050215,0.050215,0.050215,0.050215,0.050215
90,90,90,90,90,90,90,90
10,10,10,10,10,10,10,10
0.23438,0.23438,0.23438,0.23438,0.23438,0.23438,0.23438,0.23438
3,3,3,3,3,3,3,3
0.050183,0.050183,0.050183,0.050183,0.050183,0.050183,0.050183,0.050183
92.5,92.5,92.5,92.5,92.5,92.5,92.5,92.5
11,11,11,11,11,11,11,11
0.23438,0.23438,0.23438,0.23438,0.23438,0.23438,0.23438,0.23438
3,3,3,3,3,3,3,3
0.02524,0.02524,0.02524,0.02524,0.02524,0.02524,0.02524,0.02524
97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5
12,12,12,12,12,12,12,12
0.23438,0.23438,0.23438,0.23438,0.23438,0.23438,0.23438,0.23438
3,3,3,3,3,3,3,3
0.025236,0.025236,0.025236,0.025236,0.025236,0.025236,0.025236,0.025236
97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5
13,13,13,13,13,13,13,13
0.23438,0.23438,0.23438,0.23438,0.23438,0.23438,0.23438,0.23438
3,3,3,3,3,3,3,3
0.025233,0.025233,0.025233,0.025233,0.025233,0.025233,0.025233,0.025233
97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5
14,14,14,14,14,14,14,14
0.23438,0.23438,0.23438,0.23438,0.23438,0.23438,0.23438,0.23438
3,3,3,3,3,3,3,3
0.025261,0.025261,0.025261,0.025261,0.025261,0.025261,0.025261,0.025261
97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5
15,15,15,15,15,15,15,15
0.23438,0.23438,0.23438,0.23438,0.23438,0.23438,0.23438,0.23438
3,3,3,3,3,3,3,3
0.025267,0.025267,0.025267,0.025267,0.025267,0.025267,0.025267,0.025267
97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5
16,16,16,16,16,16,16,16
0.23438,0.23438,0.23438,0.23438,0.23438,0.23438,0.23438,0.23438
3,3,3,3,3,3,3,3
0.025251,0.025251,0.025251,0.025251,0.025251,0.025251,0.025251,0.025251
97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5
17,17,17,17,17,17,17,17
0.23438,0.23438,0.23438,0.23438,0.23438,0.23438,0.23438,0.23438
3,3,3,3,3,3,3,3
0.025256,0.025256,0.025256,0.025256,0.025256,0.025256,0.025256,0.025256
97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5
18,18,18,18,18,18,18,18
0.23438,0.23438,0.23438,0.23438,0.23438,0.23438,0.23438,0.23438
3,3,3,3,3,3,3,3
0.025243,0.025243,0.025243,0.025243,0.025243,0.025243,0.025243,0.025243
97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5
19,19,19,19,19,19,19,19
0.23438,0.23438,0.23438,0.23438,0.23438,0.23438,0.23438,0.23438
3,3,3,3,3,3,3,3
0.02527,0.02527,0.02527,0.02527,0.02527,0.02527,0.02527,0.02527
97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5
20,20,20,20,20,20,20,20
0.23438,0.23438,0.23438,0.23438,0.23438,0.23438,0.23438,0.23438
3,3,3,3,3,3,3,3
0.025275,0.025275,0.025275,0.025275,0.025275,0.025275,0.025275,0.025275
97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5
21,21,21,21,21,21,21,21
0.23438,0.23438,0.23438,0.23438,0.23438,0.23438,0.23438,0.23438
3,3,3,3,3,3,3,3
0.025265,0.025265,0.025265,0.025265,0.025265,0.025265,0.025265,0.025265
97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5
22,22,22,22,22,22,22,22
0.23438,0.23438,0.23438,0.23438,0.23438,0.23438,0.23438,0.23438
3,3,3,3,3,3,3,3
0.025258,0.025258,0.025258,0.025258,0.025258,0.025258,0.025258,0.025258
97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5
23,23,23,23,23,23,23,23
0.23438,0.23438,0.23438,0.23438,0.23438,0.23438,0.23438,0.23438
3,3,3,3,3,3,3,3
0.025057,0.025057,0.025057,0.025057,0.025057,0.025057,0.025057,0.025057
97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5
24,24,24,24,24,24,24,24
0.23438,0.23438,0.23438,0.23438,0.23438,0.23438,0.23438,0.23438
3,3,3,3,3,3,3,3
0.025045,0.025045,0.025045,0.025045,0.025045,0.025045,0.025045,0.025045
97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5
25,25,25,25,25,25,25,25
0.23438,0.23438,0.23438,0.23438,0.23438,0.23438,0.23438,0.23438
3,3,3,3,3,3,3,3
0.025039,0.025039,0.025039,0.025039,0.025039,0.025039,0.025039,0.025039
97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5
26,26,26,26,26,26,26,26
0.23438,0.23438,0.23438,0.23438,0.23438,0.23438,0.23438,0.23438
3,3,3,3,3,3,3,3
0.025042,0.025042,0.025042,0.025042,0.025042,0.025042,0.025042,0.025042
97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5
27,27,27,27,27,27,27,27
0.23438,0.23438,0.23438,0.23438,0.23438,0.23438,0.23438,0.23438
3,3,3,3,3,3,3,3
0.025044,0.025044,0.025044,0.025044,0.025044,0.025044,0.025044,0.025044
97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5
28,28,28,28,28,28,28,28
0.23438,0.23438,0.23438,0.23438,0.23438,0.23438,0.23438,0.23438
3,3,3,3,3,3,3,3
0.025041,0.025041,0.025041,0.025041,0.025041,0.025041,0.025041,0.025041
