0.2877,0.2877
7.6978e+05,7.6978e+05
-10,-10
0.11719,0.11719
0,0
0.090595,0.090595
1.218e+06,1.218e+06
-9,-9
0.11719,0.11719
0,0
0,0
1.559e+06,1.559e+06
-8,-8
0.11719,0.11719
0,0
0,0
1.559e+06,1.559e+06
-7,-7
0.11719,0.11719
0,0
0,0
1.559e+06,1.559e+06
-6,-6
0.11719,0.11719
0,0
0,0
1.559e+06,1.559e+06
-5,-5
0.11719,0.11719
0,0
0,0
1.559e+06,1.559e+06
-4,-4
0.11719,0.11719
0,0
0,0
1.559e+06,1.559e+06
-3,-3
0.11719,0.11719
0,0
0,0
1.559e+06,1.559e+06
-2,-2
0.11719,0.11719
0,0
0,0
1.559e+06,1.559e+06
-1,-1
0.11719,0.11719
0,0
0,0
1.559e+06,1.559e+06
0,0
0.11719,0.11719
0,0
0,0
1.559e+06,1.559e+06
1,1
0.11719,0.11719
0,0
0,0
1.559e+06,1.559e+06
2,2
0.11719,0.11719
0,0
0,0
1.559e+06,1.559e+06
3,3
0.11719,0.11719
0,0
0,0
1.559e+06,1.559e+06
4,4
0.11719,0.11719
0,0
0,0
1.559e+06,1.559e+06
5,5
0.11719,0.11719
0,0
0,0
1.559e+06,1.559e+06
6,6
0.11719,0.11719
0,0
0,0
1.559e+06,1.559e+06
7,7
0.11719,0.11719
0,0
0,0
1.559e+06,1.559e+06
8,8
0.11719,0.11719
0,0
0,0
1.559e+06,1.559e+06
9,9
0.11719,0.11719
0,0
0,0
1.559e+06,1.559e+06
10,10
0.11719,0.11719
0,0
0,0
1.559e+06,1.559e+06
11,11
0.11719,0.11719
0,0
0,0
1.559e+06,1.559e+06
12,12
0.11719,0.11719
0,0
0,0
1.559e+06,1.559e+06
13,13
0.11719,0.11719
0,0
0,0
1.559e+06,1.559e+06
14,14
0.11719,0.11719
0,0
0,0
1.559e+06,1.559e+06
15,15
0.11719,0.11719
0,0
0,0
1.559e+06,1.559e+06
16,16
0.11719,0.11719
0,0
0,0
1.559e+06,1.559e+06
17,17
0.11719,0.11719
0,0
0,0
1.559e+06,1.559e+06
18,18
0.11719,0.11719
0,0
0,0
1.559e+06,1.559e+06
19,19
0.11719,0.11719
0,0
0,0
1.559e+06,1.559e+06
20,20
0.11719,0.11719
0,0
0,0
1.559e+06,1.559e+06
21,21
0.11719,0.11719
0,0
0,0
1.559e+06,1.559e+06
22,22
0.11719,0.11719
0,0
0,0
1.559e+06,1.559e+06
23,23
0.11719,0.11719
0,0
0,0
1.559e+06,1.559e+06
24,24
0.11719,0.11719
0,0
0,0
1.559e+06,1.559e+06
25,25
0.11719,0.11719
